NAME	DESCRIPTION	SMARTA_GITR_KO_1_htsqct	SMARTA_GITR_KO_2_htsqct	SMARTA_GITR_KO_3_htsqct	SMARTA_GITR_WT_1_htsqct	SMARTA_GITR_WT_2_htsqct	SMARTA_GITR_WT_3_htsqct
Tmtc4	Tmtc4	14.4885538280503	9.55777621586866	12.9292519013559	13.6995456349566	12.6465295424886	15.0051126921889
Tmub1	Tmub1	21.2838554559465	29.7701226395909	19.6390433072491	19.1150216002427	19.5746283353301	17.6726882819114
Tmub2	Tmub2	44.7761839409594	55.1791834539084	44.5426921791222	44.2889420527363	44.9501647868887	39.3210901831207
Tmx1	Tmx1	70.8167505364333	44.1329011060602	73.0076918741232	77.1303185748924	76.5939810986372	80.181166283389
Tmx2	Tmx2	54.3624130231702	46.065347663367	50.3234355441995	52.0100166963126	50.6960879920628	53.5054103861643
Tmx3	Tmx3	114.71925283952	58.3912230018642	105.343725072524	107.853761427456	112.939007305528	119.271408578938
Tmx4	Tmx4	23.7350178288663	15.4856866011205	23.4842699206264	26.05862692207	25.0731194407599	25.778014112222
Tnf	Tnf	28.3703842964669	27.4198497996232	23.1487803503317	24.8790182959681	20.6743265564161	24.0851296033597
Tnfaip1	Tnfaip1	16.7455647258872	16.8175078771022	16.5680233945518	17.2383715132624	16.6879205049795	16.4927990787649
Tnfaip3	Tnfaip3	76.1073782324382	71.2916094790203	72.1560645033752	71.9025076183043	72.2501731253477	74.4869183899429
Tnfaip8	Tnfaip8	180.293913548719	166.242632213715	175.461045264109	164.153264036867	171.332982845193	174.264505351678
Tnfaip8l1	Tnfaip8l1	17.789128904457	17.1047634464316	17.1099680850278	17.3187993741329	15.3407901841492	17.4674901596251
Tnfaip8l2	Tnfaip8l2	72.3214244683246	103.986516097238	66.7882313786606	64.6371908529946	65.294581876979	64.3296113367689
Tnfrsf13b	Tnfrsf13b	12.2315429302133	14.0494087544736	12.0776245306079	12.0909884175448	12.92145409776	11.3628460216063
Tnfrsf14	Tnfrsf14	130.348446583682	156.293143857852	129.576394803808	64.1546236877711	81.2402060827254	59.2766075754677
Tnfrsf18	Tnfrsf18	0.0485378687706877	0.0261141426663078	0	80.3742422966727	65.7894460764676	73.7687249619407
Tnfrsf1a	Tnfrsf1a	19.0753824268802	19.8206342837276	19.7938846473851	18.3911708524074	16.2205487610179	16.6723474357655
Tnfrsf1b	Tnfrsf1b	211.261073824418	302.793484215839	249.139716278821	316.751725395326	276.464132781011	289.278052893174
Tnfrsf25	Tnfrsf25	39.4127494417984	22.0925646956964	44.0007474886462	39.1951775309324	23.7809740309839	28.7790366506598
Tnfrsf26	Tnfrsf26	82.1260739600035	81.789494830876	75.2528913060952	69.2215789226181	83.9069742688588	72.9735822380811
Tnfrsf4	Tnfrsf4	17.8133978388424	20.8651999903799	14.1937895124665	44.3157513396931	42.1734267786466	42.9377070884175
Tnfrsf9	Tnfrsf9	25.555187907767	22.0925646956964	28.5940341451144	31.3668657395287	26.6126969502803	35.319726798537
Tnfsf10	Tnfsf10	32.2291448637366	29.2217256435984	34.039287939897	36.755532417858	35.3827902634408	35.447975624966
Tnfsf11	Tnfsf11	17.5949774293743	16.5302523077728	14.4518584126932	15.0132006958428	17.6501564484297	16.9544948539092
Tnfsf14	Tnfsf14	21.7692341436534	28.6994427902723	26.8649725135957	20.5091045219995	20.839281289579	20.0324666882044
Tnfsf8	Tnfsf8	170.100961106875	160.915347109789	174.686838563429	154.662776454138	198.303081717326	157.746056507627
Tnik	Tnik	92.8286740239401	84.16588181351	103.795311671164	93.4303650446646	98.2855285095578	89.4407315515603
Tnip1	Tnip1	104.938872282227	115.293939871749	95.8209826541603	96.5670516186174	94.1891526360126	94.9554310880058
Tnip2	Tnip2	36.3063258404744	36.4553431621657	37.6006387630249	36.3533931135051	37.5272017945584	33.216446045102
Tnk2	Tnk2	110.981836944177	127.254217212918	113.601929879777	119.917940558044	111.536892073644	105.984830160897
Tnks	Tnks	39.1700600979449	36.14197345017	45.0846368695982	38.7394196526658	45.9948780969203	37.0639108379709
Tnks1bp1	Tnks1bp1	34.4618868271882	40.8686332727717	38.8393694841129	35.8708259482815	38.2694980937915	33.0368976881014
Tnks2	Tnks2	391.870483520147	316.921235398311	388.187239720948	364.82077690898	402.79196592826	385.69552060247
Tnpo1	Tnpo1	183.909984772136	180.788209678849	201.809879977251	209.83628901136	223.376201158086	216.689217134379
Tnpo2	Tnpo2	135.541998542145	136.629194430122	147.847672939856	139.595957184381	142.328442264051	133.968724087697
